decade,year,gener,source,left_context,keyword,right_context,text,dm_code,notes,auto_code,confidence,reason
1930,1935,TV/MOV,The Little Colonel,"long as the water's running, we'll have soup enough. -","Well,","do the best you can. - Yes'm. Honey, don't","  as long as the water's running, we'll have soup enough. - Well, do the best you can. - Yes'm. Honey, don't",1,NA,NA,low,MANUAL REVIEW NEEDED
1930,1935,TV/MOV,The Little Colonel,Colonel. Your cook told me there was some trouble here.,"Well,","there was, but there isn't any now. Take these two","  . Howdy, Colonel. Your cook told me there was some trouble here. Well, there was, but there isn't any now. Take these two men",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,must be hurrying along. Mr. Sherman's alone. - Of course.,"Well,",good night. - Good night. Grandfather! Grandfather! Grandfather! -,"  must be hurrying along. Mr. Sherman's alone. - Of course. Well, good night. - Good night. Grandfather! Grandfather! Grandfather! -",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,with the boys anymore? - Of course you can. -,"Well,",you don't. Uh-Do colonels have to go to bed at,"  n't I play with the boys anymore? - Of course you can. - Well, you don't. Uh-Do colonels have to go to bed at 7:00?",1,NA,NA,low,MANUAL REVIEW NEEDED
1930,1935,TV/MOV,The Little Colonel,"Ah, he probably crawled up the chimney. - Yes, sir.","Well,",never mind about that. I want you to go to,"  - Ah, he probably crawled up the chimney. - Yes, sir. Well, never mind about that. I want you to go to town on Saturday",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel," cribbage? Cribbage? Is that like hopscotch? Oh, no, no.","Well,",not exactly. I have it. I know a fine game,"  cribbage? Cribbage? Is that like hopscotch? Oh, no, no. Well, not exactly. I have it. I know a fine game for us",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,"- Thank you. Now, you got ta watch very close.","Well,","having a fine time for yourself, aren't you? What's the","  one. - Thank you. Now, you got ta watch very close. Well, having a fine time for yourself, aren't you? What's the",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,"you in the morning. - Come on, you two. Father!","Well,",as long as I've been fool enough to go this,"  see you in the morning. - Come on, you two. Father! Well, as long as I've been fool enough to go this far... I",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,My Favorite Wife,". Yes, Your Honor. They're in my brief, sir. -","Well,","let me read it. Stop interrupting. - Yes, Your Honor.","  . Yes, Your Honor. They're in my brief, sir. - Well, let me read it. Stop interrupting. - Yes, Your Honor.",1,NA,NA,low,MANUAL REVIEW NEEDED
1930,1935,TV/MOV,The Little Colonel,"me speak with him, and I'll arrange it. - Very",well.,"- I'll be back this evening. Mother, do I have","  . Let me speak with him, and I'll arrange it. - Very well. - I'll be back this evening. Mother, do I have to",0,NA,0,high,Intensifier + well
1930,1935,TV/MOV,The Little Colonel,"home. - Would you like that? - Oh, yes, Grandfather.","Well,","come along. Hello, May Lily. Miss Lloyd, is you all","  home. - Would you like that? - Oh, yes, Grandfather. Well, come along. Hello, May Lily. Miss Lloyd, is you all",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,"the right-of-way across your property, that won't be necessary. -","Well,","I-- Now, now, we know exactly what you paid for","  we have the right-of-way across your property, that won't be necessary. - Well, I-- Now, now, we know exactly what you paid for it...",1,NA,NA,low,MANUAL REVIEW NEEDED
1930,1935,TV/MOV,The Little Colonel,"you numbskull. Don't you understand English? - Yes, sir. -","Well,",then go on. Attend to it right away. Do you,"  you numbskull. Don't you understand English? - Yes, sir. - Well, then go on. Attend to it right away. Do you know whose",1,NA,NA,low,MANUAL REVIEW NEEDED
1930,1935,TV/MOV,The Little Colonel,Where is you? Now I'm really goin'. Hello in there.,"Well,","bless my buttons. If it isn't the little colonel. Why,","  Where is you? Now I'm really goin'. Hello in there. Well, bless my buttons. If it isn't the little colonel. Why,",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,darling! This is more cure than all the medicine. I'm,well,"again. Oh, no, you're not. Now, you just be","  , my darling! This is more cure than all the medicine. I'm well again. Oh, no, you're not. Now, you just be",0,NA,NA,low,MANUAL REVIEW NEEDED
1930,1935,TV/MOV,The Little Colonel,sir. I kind of got a misery in my throat.,"Well,","do something about that. Yes, sir. Oh, Fritzy, I","  ? Me, sir. I kind of got a misery in my throat. Well, do something about that. Yes, sir. Oh, Fritzy, I",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,"here very long? No, dear. Just until Papa Jack is",well.',Cause I'm gon na be awfully lonesome. You're going to,"  to stay here very long? No, dear. Just until Papa Jack is well.' Cause I'm gon na be awfully lonesome. You're going to",0,NA,NA,low,MANUAL REVIEW NEEDED
1930,1935,TV/MOV,The Little Colonel," is a proper salute. Oh, no, it isn't, Grandfather.","Well,",I ought to know. I was a colonel in the,"  is a proper salute. Oh, no, it isn't, Grandfather. Well, I ought to know. I was a colonel in the army. So",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,"little girls' clothes. - What shall I buy, sir? -","Well,","what do you suppose? Hats, shoes... stockings, dresses... and","  of little girls' clothes. - What shall I buy, sir? - Well, what do you suppose? Hats, shoes... stockings, dresses... and",1,NA,NA,low,MANUAL REVIEW NEEDED
1930,1935,TV/MOV,The Little Colonel, sir. I hear tell they moved in this morning.,"Well,","well, well, well. It's been empty a long time now.","  sir. I hear tell they moved in this morning. Well, well, well, well. It's been empty a long time now. Ever since-Well,",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,got a lot more time to learn than I have.,"Well,",come on now. Your clothes must be dry by now.,"  Ah, you've got a lot more time to learn than I have. Well, come on now. Your clothes must be dry by now. I'll",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,men. Company dismissed! Company dismissed! You heard the colonel's order.,"Well,","Colonel, how does it feel to be in command of","  men. Company dismissed! Company dismissed! You heard the colonel's order. Well, Colonel, how does it feel to be in command of a big army",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,"girls? - Yes, they should. Seems mighty funny to me.","Well,",it's' cause all the Lloyds are stubborn. The old colonel,"  little girls? - Yes, they should. Seems mighty funny to me. Well, it's' cause all the Lloyds are stubborn. The old colonel is",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,"know, sir. I hear tell they moved in this morning.","Well,","well, well, well. It's been empty a long time now","  don't know, sir. I hear tell they moved in this morning. Well, well, well, well. It's been empty a long time now",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,such folderol- making a colonel out of a little girl.,"Well,","it's just another fool Yankee notion. Anyway, this is the","  , I never heard such folderol- making a colonel out of a little girl. Well, it's just another fool Yankee notion. Anyway, this is the proper",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,and you'll retain all the rest of your property. -,"Well,","will you deal? - I'm knocked off my pins. Now,","  the right-of-way... and you'll retain all the rest of your property. - Well, will you deal? - I'm knocked off my pins. Now,",1,NA,NA,low,MANUAL REVIEW NEEDED
1930,1935,TV/MOV,The Little Colonel,the overseer's house. - He went there this morning. -,"Well,","where's Walker? You know, he drove to town. Then you","  place at the overseer's house. - He went there this morning. - Well, where's Walker? You know, he drove to town. Then you",1,NA,NA,low,MANUAL REVIEW NEEDED
1930,1935,TV/MOV,The Little Colonel,been fool enough to go this far... I might as,well,"go the rest of the way. Yes, just as pink","  long as I've been fool enough to go this far... I might as well go the rest of the way. Yes, just as pink as those flowers",0,NA,0,high,Fixed phrase: as well / may well
1930,1935,TV/MOV,The Little Colonel, I hear tell they moved in this morning.,"Well,","well, well, well. It's been empty a long time now.","  I hear tell they moved in this morning. Well, well, well, well. It's been empty a long time now. Ever since-Well, maybe I",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,play a game with me. What kind of a game?,"Well,","it couldn't be tag or prisoner's base, could it? No","  you. Then play a game with me. What kind of a game? Well, it couldn't be tag or prisoner's base, could it? No",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,"two, three. - # Hallelujah # - Are you saved?","Well,","we'll have to do it again. One, two, three.","  One, two, three. - # Hallelujah # - Are you saved? Well, we'll have to do it again. One, two, three.",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,My Favorite Wife,- Hello. Are you a lady or a man? -,"Well,",I used to be a lady. - Are you a,"  Hello there. - Hello. Are you a lady or a man? - Well, I used to be a lady. - Are you a sailor? -",1,NA,NA,low,MANUAL REVIEW NEEDED
1930,1935,TV/MOV,The Little Colonel,"and we could pull them. No. Please, Grandfather. Oh, very",well,"then. Come on, you pickaninnies. Fall in the rear. Here,","  and we could pull them. No. Please, Grandfather. Oh, very well then. Come on, you pickaninnies. Fall in the rear. Here,",0,NA,0,high,Intensifier + well
1930,1935,TV/MOV,The Little Colonel,"morning, Sis Porter. - Good morning to you, Brother Walker.","Well,","well. This is certainly what I call a coincidence. Yes,","  Good morning, Sis Porter. - Good morning to you, Brother Walker. Well, well. This is certainly what I call a coincidence. Yes, I",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,"Yes, they're out looking over some of their properties. -","Well,","luck to you. - Thanks. Give me the gold. Ah,","  morning. Yes, they're out looking over some of their properties. - Well, luck to you. - Thanks. Give me the gold. Ah,",1,NA,NA,low,MANUAL REVIEW NEEDED
1930,1935,TV/MOV,The Little Colonel,Thank you. Thank you. - How can I serve you?,"Well,","sir, "" short and sweet "" is my motto... and","  . - Thank you. Thank you. - How can I serve you? Well, sir, "" short and sweet "" is my motto... and I'll",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,my grandfather want to come in and see my mother?,"Well,","he mighty mad at she, and, I guess, she mad","  ? Why doesn't my grandfather want to come in and see my mother? Well, he mighty mad at she, and, I guess, she mad at",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,of them special hot toddies before you go to sleep.,"Well,","that's a good idea. - Fetch it. - Yes, sir","  might like... one of them special hot toddies before you go to sleep. Well, that's a good idea. - Fetch it. - Yes, sir",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,My Favorite Wife,... - You're Arden? - Yes. That's what I thought.,"Well,","Mr. Arden, as I understand it, your wife, Ellen Wagstaff","  ... - You're Arden? - Yes. That's what I thought. Well, Mr. Arden, as I understand it, your wife, Ellen Wagstaff",1,NA,1,high,DM: Sentence-initial + comma/punct
1930,1935,TV/MOV,The Little Colonel,"- Lloyd-- Come, honey. Your mama's mighty worried about you.","Well,","I'm sorry. I didn't know. - Oh, that's","  ? - Lloyd-- Come, honey. Your mama's mighty worried about you. Well, I'm sorry. I didn't know. - Oh, that's",1,NA,1,high,DM: Sentence-initial + comma/punct
1940,1940,TV/MOV,Black Hand,for faces... And your mom? Is she dead? She was,well?,You're busy and you Eile? - When did you come?,  my memory for faces... And your mom? Is she dead? She was well? You're busy and you Eile? - When did you come? -,1,NA,NA,low,MANUAL REVIEW NEEDED
1940,1940,TV/MOV,My Favorite Wife,and look like a moose. What a thing to say.,"Well,","hello. - Come here, Corky. - Oh, how are you","  to grow up and look like a moose. What a thing to say. Well, hello. - Come here, Corky. - Oh, how are you",1,NA,1,high,DM: Sentence-initial + comma/punct
1940,1940,TV/MOV,My Favorite Wife,the honeymoon. Don't say they're at the same hotel we...,"Well,",Nick had some business in San Francisco. What are you,"  for the honeymoon. Don't say they're at the same hotel we... Well, Nick had some business in San Francisco. What are you going to do",1,NA,1,high,DM: Sentence-initial + comma/punct
1940,1940,TV/MOV,My Favorite Wife,- Are you a sailor? - A lady sailor? -,Well...,My mother was like a sailor. She went down at,  a lady. - Are you a sailor? - A lady sailor? - Well... My mother was like a sailor. She went down at sea. -,1,NA,NA,low,MANUAL REVIEW NEEDED
1940,1940,TV/MOV,My Favorite Wife,"All right. Sure, I did. - How could you? -","Well,",I thought you... I didn't know. - The minute my,"  - All right. Sure, I did. - How could you? - Well, I thought you... I didn't know. - The minute my back",1,NA,NA,low,MANUAL REVIEW NEEDED
1940,1940,TV/MOV,My Favorite Wife,"I could strangle you. - Hey, that's a way out.","Well,","I just can't barge in and say, "" Sorry, my","  - I could strangle you. - Hey, that's a way out. Well, I just can't barge in and say, "" Sorry, my mistake",1,NA,1,high,DM: Sentence-initial + comma/punct
1940,1940,TV/MOV,My Favorite Wife,"go to your room. - Haven't got a room. Oh,","well,","I'll get you one, huh? - Yes? - I'd","  's go to your room. - Haven't got a room. Oh, well, I'll get you one, huh? - Yes? - I'd",1,NA,NA,low,MANUAL REVIEW NEEDED
1940,1940,TV/MOV,My Favorite Wife,"But your wife, Mr. Arden, is calling for you again.","Well,",tell my wife I'll be right up. I'm still being,"  . But your wife, Mr. Arden, is calling for you again. Well, tell my wife I'll be right up. I'm still being shaved",1,NA,1,high,DM: Sentence-initial + comma/punct
1940,1940,TV/MOV,My Favorite Wife,"Albert who? - Prince Albert and Queen Victoria, silly. Oh,","well,",he didn't hack himself to pieces the way I do.,"  - Albert who? - Prince Albert and Queen Victoria, silly. Oh, well, he didn't hack himself to pieces the way I do. - I",1,NA,NA,low,MANUAL REVIEW NEEDED
1940,1940,TV/MOV,My Favorite Wife,must have told her you were. - Didn't you? -,Well...,"- Sure, you did. - All right. Sure, I did","  ? You must have told her you were. - Didn't you? - Well... - Sure, you did. - All right. Sure, I did",1,NA,NA,low,MANUAL REVIEW NEEDED
1940,1940,TV/MOV,My Favorite Wife,"say, "" Darling, aren't you going to kiss me? ""","Well,","come on. Come on. - This is silly. - Well,","  'll say, "" Darling, aren't you going to kiss me? "" Well, come on. Come on. - This is silly. - Well,",1,NA,NA,low,MANUAL REVIEW NEEDED
1940,1940,TV/MOV,My Favorite Wife,"Look, let's go somewhere we can talk. - Where? -","Well,",let's go to your room. - Haven't got a room.,"  - Look, let's go somewhere we can talk. - Where? - Well, let's go to your room. - Haven't got a room.",1,NA,NA,low,MANUAL REVIEW NEEDED
1940,1940,TV/MOV,My Favorite Wife,marrying again. - Just how long did he wait? -,"Well,",he got married this morning. - This morning? - Went,"  of Nick's marrying again. - Just how long did he wait? - Well, he got married this morning. - This morning? - Went off to",1,NA,NA,low,MANUAL REVIEW NEEDED
1940,1940,TV/MOV,Black Hand,must have after my soul! I am looking for someone.,"Well,",okay. The man post office... Old Moriani. He knows half,"  second. You must have after my soul! I am looking for someone. Well, okay. The man post office... Old Moriani. He knows half the",1,NA,1,high,DM: Sentence-initial + comma/punct
1940,1940,TV/MOV,Black Hand,"come back. When I grow older, I will. I swear.","Well,",Giovanni Columbo! Come! I bring something to tell you. This,"  will come back. When I grow older, I will. I swear. Well, Giovanni Columbo! Come! I bring something to tell you. This building",1,NA,1,high,DM: Sentence-initial + comma/punct
1940,1940,TV/MOV,Black Hand,"it? He discovered America. - Sir, how are you? -","Well,","thank you. Come on, honey. This is a picture of","  is it? He discovered America. - Sir, how are you? - Well, thank you. Come on, honey. This is a picture of yourself",1,NA,NA,low,MANUAL REVIEW NEEDED
1940,1940,TV/MOV,My Favorite Wife,I feel like an ape. - I don't mind. -,"Well,",I don't feel right unless I shave. You could shave,"  . - I feel like an ape. - I don't mind. - Well, I don't feel right unless I shave. You could shave yourself.",1,NA,NA,low,MANUAL REVIEW NEEDED
1950,1950,TV/MOV,Under My Skin,as long as they haven't forgotten how I can ride.,"Well,",I'll be seeing you. - At the café?? - Sure,"  , uh, as long as they haven't forgotten how I can ride. Well, I'll be seeing you. - At the café?? - Sure",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Under My Skin,not? By now they must have forgotten all about --,"Well,","uh, as long as they haven't forgotten how I can","  the money. Why not? By now they must have forgotten all about -- Well, uh, as long as they haven't forgotten how I can ride.",1,NA,NA,low,MANUAL REVIEW NEEDED
1950,1950,TV/MOV,Woman in Hiding,even better. But I wouldn't want one for a son-in-law.,"Well,",don't worry. You're not gon na have him for a,"  it running even better. But I wouldn't want one for a son-in-law. Well, don't worry. You're not gon na have him for a son-in-law",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Under My Skin,"pants ""? You can't take it with you, Polly. [Laughs]","Well,",you can try. I'm going to speak to your father...,"  the pants ""? You can't take it with you, Polly. [Laughs] Well, you can try. I'm going to speak to your father... before",1,NA,NA,low,MANUAL REVIEW NEEDED
1950,1950,TV/MOV,Whirlpool,"you wish to add, Mrs Sutton? Take her back now.","Well,","Doc? I don't know. She may be telling the truth,","  there anything you wish to add, Mrs Sutton? Take her back now. Well, Doc? I don't know. She may be telling the truth,",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Under My Skin,to get us a nest egg first. Which ain't easy.,"Well,",you never can tell. We may be able to get,"  'd have to get us a nest egg first. Which ain't easy. Well, you never can tell. We may be able to get off the merry-go-round",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Woman in Hiding," 's it, boys. Easy. Easy. Okay, that's fine.","Well,",that's that. Day after tomorrow we'll have that machine in,"  's it, boys. Easy. Easy. Okay, that's fine. Well, that's that. Day after tomorrow we'll have that machine in full",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Under My Skin,"interested. Fair is fair, ma'am. I let you pump me.","Well,",the way I got it... America's a great big country,"  be interested. Fair is fair, ma'am. I let you pump me. Well, the way I got it... America's a great big country which is",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Woman in Hiding,"you saying? Oh, I just said you seemed very busy.","Well,",it's lunch hour. I'm not busy now. Well... hello,"  what were you saying? Oh, I just said you seemed very busy. Well, it's lunch hour. I'm not busy now. Well... hello",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Under My Skin,"I can't get any mounts, I'll buy one. How much?","Well,","if you're not joking, you can have him for his","  I can't get any mounts, I'll buy one. How much? Well, if you're not joking, you can have him for his feed bill",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Woman in Hiding,bride home to meet the family. What do you mean?,"Well,",after all Angel's Cove is sort of all the family,"  like bringing the bride home to meet the family. What do you mean? Well, after all Angel's Cove is sort of all the family I have.",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Woman in Hiding,from anything. Then why are you leaving town this way?,Well...,I thought I had a job here. Turns out I,"  not running away from anything. Then why are you leaving town this way? Well... I thought I had a job here. Turns out I didn't,",0,NA,0,high,Noun: the well
1950,1950,TV/MOV,711 Ocean Drive,"win on Big Day for Mal G. Yeah, that's all.","Well,",now that I owe you another fin,"  to win on Big Day for Mal G. Yeah, that's all. Well, now that I owe you another fin",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,The Last Voyage,fire that hot not having done some damage down there.,"Well,","everything seems to be running okay, doesn't it? So far,","  hard to figure a fire that hot not having done some damage down there. Well, everything seems to be running okay, doesn't it? So far,",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Woman in Hiding,wonderful wedding and a wonderful ride... Everything's so... so nice.,"Well,","what are you waiting for, Selden? Aren't you going to","  a wonderful wedding and a wonderful ride... Everything's so... so nice. Well, what are you waiting for, Selden? Aren't you going to carry",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Under My Skin,"There she is, kid-- Paris, the sweetheart of the world.","Well,","here we are, kid. I had my stable trunk shipped","  fun. There she is, kid-- Paris, the sweetheart of the world. Well, here we are, kid. I had my stable trunk shipped here.",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Woman in Hiding,"Ramsey, I don't mean to be unfriendly, but... But what?","Well,","you've asked me an awful lot of questions, who I","  Ramsey, I don't mean to be unfriendly, but... But what? Well, you've asked me an awful lot of questions, who I am,",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Whirlpool,"a chaperon. If your wife can't remember, we might as",well,call it off. She'll remember. Ann. You don't have to,"  , not a chaperon. If your wife can't remember, we might as well call it off. She'll remember. Ann. You don't have to",0,NA,0,high,Fixed phrase: as well / may well
1950,1950,TV/MOV,Whirlpool,ever thank you? Do you know Tina Cosgrove? Not very,well.,I've been to some of her parties. She's giving one,  How can I ever thank you? Do you know Tina Cosgrove? Not very well. I've been to some of her parties. She's giving one for,0,NA,0,high,Intensifier + well
1950,1950,TV/MOV,Whirlpool,"are, always walk right in. I knew Mrs Randolph rather",well.,"Yes, the girls were saying... What were the girls saying?","  way the police are, always walk right in. I knew Mrs Randolph rather well. Yes, the girls were saying... What were the girls saying? There",0,NA,0,high,Intensifier + well
1950,1950,TV/MOV,Woman in Hiding,But she certainly hasn't got amnesia or anything like it.,"Well,","maybe her name isn't Anne Carter, but I don't think","  hasn't? But she certainly hasn't got amnesia or anything like it. Well, maybe her name isn't Anne Carter, but I don't think it",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Woman in Hiding,doing. They'll take care of you there. They'll make you,well.,"Thank you, Mr Ramsey. Thank you very much. Forget it.","  're doing. They'll take care of you there. They'll make you well. Thank you, Mr Ramsey. Thank you very much. Forget it.",0,NA,NA,low,MANUAL REVIEW NEEDED
1950,1950,TV/MOV,The Last Voyage,"appointment she'll never keep, for this is the last voyage.","Well,",it looks as if we can count on fine weather,"  's an appointment she'll never keep, for this is the last voyage. Well, it looks as if we can count on fine weather for the next few",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Under My Skin,I'll meet you at the car. Didn't you bet? No.,"Well,","[Joe], this betting on the racehorses doesn't make sense. We","  I'll meet you at the car. Didn't you bet? No. Well, [Joe], this betting on the racehorses doesn't make sense. We spend",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Under My Skin," fact, I've been extremely patient. To Danny. Everybody's favorite.","Well,","my dear, if you will excuse me... I must go","  fact, I've been extremely patient. To Danny. Everybody's favorite. Well, my dear, if you will excuse me... I must go take care",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Woman in Hiding,"explain. Yes, I know. I've tried explaining it to myself.","Well,","dad's waiting. Now wait a minute, Deb. You know how","  explain. Yes, I know. I've tried explaining it to myself. Well, dad's waiting. Now wait a minute, Deb. You know how",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Woman in Hiding,The police. And get my name all over the papers?,"Well,",suppose you did. Is that so horrible? There are worse,"  believe us. The police. And get my name all over the papers? Well, suppose you did. Is that so horrible? There are worse things than",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Black Hand,"Goodbye, Bella. Take good care of him. Poor Christophe Colomb...",Well...,"Back to the law books. You know, I tried. I","  . Goodbye, Bella. Take good care of him. Poor Christophe Colomb... Well... Back to the law books. You know, I tried. I asked",1,NA,NA,low,MANUAL REVIEW NEEDED
1950,1950,TV/MOV,Under My Skin,really go over and speak to her? - Sure. -,"Well,",what would I say? First time I ever heard you,"  You mean, really go over and speak to her? - Sure. - Well, what would I say? First time I ever heard you run out of",1,NA,NA,low,MANUAL REVIEW NEEDED
1950,1950,TV/MOV,711 Ocean Drive,Hey. How about having a cup of coffee with me?,"Well,",you're buying I hope. Sure. - All right. Two coffees,"  had your... Hey. How about having a cup of coffee with me? Well, you're buying I hope. Sure. - All right. Two coffees",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Woman in Hiding,same places tomorrow night. Same time tomorrow? Oh... all right.,"Well,","uh... Good night. Hey, a pretty girl like this? Are","  the same places tomorrow night. Same time tomorrow? Oh... all right. Well, uh... Good night. Hey, a pretty girl like this? Are",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Woman in Hiding," coming. That's right, but... Please, Mr Thomas, please.",Well...,"Sure, Annie. I'm sorry about the illness in your family.","  coming. That's right, but... Please, Mr Thomas, please. Well... Sure, Annie. I'm sorry about the illness in your family.",1,NA,NA,low,MANUAL REVIEW NEEDED
1950,1950,TV/MOV,Under My Skin,I lost three million lira. Much more with the books.,"Well,",there are a hundred different ways a deal can go,"  Come on. I lost three million lira. Much more with the books. Well, there are a hundred different ways a deal can go sour. You can",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Under My Skin,just this morning you were talking about settling down. -,"Well,",that was this morning. Now I got a hankering to,"  kid. - But just this morning you were talking about settling down. - Well, that was this morning. Now I got a hankering to see Paris again",1,NA,NA,low,MANUAL REVIEW NEEDED
1950,1950,TV/MOV,Black Hand,"think smart, huh? You think I have not thought about?","Well,","if. One day, long ago, I asked them to send","  . You think smart, huh? You think I have not thought about? Well, if. One day, long ago, I asked them to send me",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Under My Skin,first few times you said it was your trunks. -,"Well,","you got them. - Well, now it's the kid. Every","  , ma'am. The first few times you said it was your trunks. - Well, you got them. - Well, now it's the kid. Every",1,NA,NA,low,MANUAL REVIEW NEEDED
1950,1950,TV/MOV,Under My Skin,"counts. Just another race. Why did you do it, [Dan]?","Well,","this one, I -- I had to win. Maybe --","  that counts. Just another race. Why did you do it, [Dan]? Well, this one, I -- I had to win. Maybe -- Maybe now",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Under My Skin,Maybe in America. - Huh? What does it look like?,"Well,","like it looks like here in Merano, Italy. I guess","  ? - Maybe in America. - Huh? What does it look like? Well, like it looks like here in Merano, Italy. I guess with the",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Under My Skin, you said it was your trunks. -,"Well,","you got them. - Well, now it's the kid. Every","  you said it was your trunks. - Well, you got them. - Well, now it's the kid. Every day, "" When are we gon",1,NA,NA,low,MANUAL REVIEW NEEDED
1950,1950,TV/MOV,Under My Skin, Danny Butler.,Well.,"English jock, [George] Gardner. Pretty good. - Well, are you","  Danny Butler. Well. English jock, [George] Gardner. Pretty good. - Well, are you back for good? - When have I been anyplace for good",1,NA,NA,low,MANUAL REVIEW NEEDED
1950,1950,TV/MOV,Woman in Hiding,let you do that. Why: Because you'd lose the mill?,"Well,",there's nothing you can do to stop me. I'll stop,"  n't let you do that. Why: Because you'd lose the mill? Well, there's nothing you can do to stop me. I'll stop you",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Whirlpool,to sleep. I'll put out the light in a minute.,Well...,my sleeping beauty. Take off your robe and slippers. Hey!,  've got to sleep. I'll put out the light in a minute. Well... my sleeping beauty. Take off your robe and slippers. Hey! Hello,1,NA,NA,low,MANUAL REVIEW NEEDED
1950,1950,TV/MOV,Whirlpool,I'll take it along. You'd better get yourself some sleep.,"Well,",I'll give you a ring if I turn up anything,"  . I'll take it along. You'd better get yourself some sleep. Well, I'll give you a ring if I turn up anything new. I",1,NA,1,high,DM: Sentence-initial + comma/punct
1950,1950,TV/MOV,Under My Skin,"one, Pop. He sure looks full of run. Huh. Oh,","well,",he's the favorite. His name is -- His name is,"  one, Pop. He sure looks full of run. Huh. Oh, well, he's the favorite. His name is -- His name is King.",1,NA,NA,low,MANUAL REVIEW NEEDED
1950,1950,TV/MOV,Under My Skin,- Oui. [Humming] [Speaking_French] - Claude isn't here. - No?,"Well,",I'm an old pal of his. - Just blew into,"  ? - Oui. [Humming] [Speaking_French] - Claude isn't here. - No? Well, I'm an old pal of his. - Just blew into town.",1,NA,1,high,DM: Sentence-initial + comma/punct
